0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
59.40,0.10,0.38,0.82,1.46,2.25,3.25,4.38,5.68,7.13,8.80,10.57,12.50,14.57,16.79,19.08,21.57,24.19,26.85,29.72,32.61,35.61,38.70,41.90,45.08,48.45,51.80,55.22,58.82,62.37,65.87,69.55,73.27,76.92,80.62,84.36,88.13,91.93,95.64,99.50,103.25,107.03,110.82,114.63,118.45,122.14,125.98,129.69,133.41,137.13,140.85,144.43,148.14,151.72,155.29,158.86,162.42,165.97,169.51,172.91,176.43,179.80,183.17,186.52,189.86,193.18,196.50,199.66,202.94,206.08,209.33,212.43,215.52,218.60,221.65,224.56,227.59,230.60,233.46,236.30,239.26,242.08,244.87,247.66,250.42,253.17,255.77,258.49,261.07,263.75,266.29,268.94,271.45,273.95,276.43,278.90,281.35,283.78,286.20,288.61,290.88,
60.30,0.09,0.37,0.82,1.42,2.22,3.16,4.30,5.60,7.03,8.61,10.40,12.28,14.31,16.48,18.78,21.22,23.71,26.39,29.11,32.02,34.95,37.98,41.10,44.31,47.61,50.88,54.33,57.75,61.23,64.76,68.35,71.88,75.57,79.19,82.84,86.53,90.25,94.00,97.65,101.45,105.14,108.85,112.58,116.31,119.93,123.68,127.31,130.95,134.58,138.22,141.85,145.35,148.98,152.48,155.96,159.44,162.92,166.38,169.83,173.15,176.58,179.87,183.14,186.41,189.66,192.90,195.99,199.20,202.26,205.44,208.48,211.49,214.50,217.49,220.46,223.41,226.23,229.15,231.93,234.70,237.57,240.30,243.02,245.72,248.41,250.95,253.61,256.24,258.74,261.35,263.82,266.27,268.83,271.25,273.66,276.05,278.43,280.79,283.02,285.36,
61.20,0.09,0.36,0.79,1.40,2.18,3.10,4.21,5.49,6.88,8.47,10.16,12.06,14.04,16.16,18.41,20.78,23.29,25.91,28.56,31.41,34.27,37.23,40.28,43.42,46.63,49.93,53.20,56.64,60.04,63.49,67.00,70.56,74.05,77.70,81.27,84.87,88.51,92.17,95.86,99.45,103.06,106.81,110.45,113.97,117.63,121.30,124.85,128.40,132.08,135.63,139.05,142.60,146.15,149.56,152.97,156.37,159.76,163.14,166.52,169.88,173.10,176.32,179.64,182.83,186.01,189.04,192.19,195.32,198.32,201.42,204.38,207.33,210.26,213.18,216.08,218.97,221.84,224.57,227.41,230.10,232.79,235.46,238.23,240.87,243.49,245.97,248.56,251.13,253.57,256.11,258.52,261.03,263.41,265.78,268.13,270.46,272.78,275.09,277.38,279.65,
62.10,0.09,0.36,0.78,1.36,2.12,3.04,4.12,5.37,6.76,8.27,9.97,11.77,13.75,15.82,18.02,20.33,22.77,25.33,28.00,30.77,33.57,36.54,39.52,42.58,45.72,48.94,52.13,55.49,58.81,62.18,65.60,69.07,72.59,76.04,79.64,83.16,86.71,90.28,93.88,97.39,101.03,104.56,108.12,111.68,115.25,118.83,122.29,125.76,129.35,132.82,136.28,139.62,143.08,146.54,149.86,153.18,156.49,159.79,163.08,166.37,169.51,172.77,175.90,179.01,182.10,185.19,188.26,191.19,194.24,197.14,200.15,203.03,205.89,208.74,211.57,214.38,217.18,219.84,222.61,225.24,227.98,230.58,233.17,235.74,238.29,240.83,243.35,245.86,248.24,250.72,253.07,255.51,257.83,260.14,262.43,264.81,267.07,269.32,271.44,273.66,
63.00,0.09,0.34,0.76,1.34,2.08,2.98,4.03,5.24,6.60,8.12,9.77,11.52,13.46,15.47,17.67,19.94,22.32,24.81,27.41,30.12,32.84,35.74,38.64,41.62,44.69,47.82,51.03,54.30,57.53,60.82,64.16,67.54,70.97,74.44,77.84,81.38,84.84,88.33,91.84,95.37,98.80,102.25,105.83,109.30,112.79,116.16,119.65,123.03,126.53,129.91,133.29,136.67,139.92,143.29,146.53,149.89,153.11,156.33,159.54,162.62,165.81,168.98,172.03,175.06,178.08,181.09,184.08,187.06,190.02,192.85,195.67,198.59,201.38,204.15,206.91,209.65,212.38,214.97,217.67,220.35,222.90,225.43,227.95,230.57,233.06,235.53,237.88,240.32,242.75,245.05,247.45,249.72,252.09,254.33,256.56,258.78,261.08,263.27,265.44,267.50,
63.90,0.09,0.33,0.74,1.32,2.04,2.91,3.94,5.11,6.44,7.91,9.52,11.27,13.16,15.12,17.26,19.46,21.77,24.20,26.73,29.36,32.09,34.91,37.73,40.64,43.71,46.76,49.88,52.97,56.21,59.42,62.77,66.06,69.40,72.68,76.09,79.43,82.91,86.31,89.72,93.05,96.51,99.98,103.35,106.73,110.12,113.52,116.93,120.22,123.51,126.92,130.21,133.50,136.78,139.94,143.22,146.37,149.51,152.64,155.77,158.88,161.98,164.96,168.04,170.99,173.93,176.86,179.77,182.67,185.56,188.31,191.17,193.90,196.61,199.42,202.11,204.78,207.32,209.96,212.58,215.08,217.67,220.13,222.59,225.13,227.55,229.96,232.35,234.62,236.98,239.33,241.55,243.87,246.07,248.36,250.52,252.68,254.82,256.95,259.06,261.16,
64.80,0.09,0.32,0.73,1.27,1.99,2.84,3.84,4.98,6.31,7.74,9.31,11.01,12.79,14.75,16.83,18.97,21.28,23.64,26.10,28.66,31.31,34.05,36.80,39.70,42.60,45.57,48.61,51.70,54.86,57.97,61.13,64.43,67.68,70.97,74.18,77.54,80.81,84.11,87.44,90.78,94.14,97.52,100.80,104.09,107.38,110.69,114.00,117.31,120.51,123.72,127.03,130.23,133.31,136.50,139.68,142.74,145.80,148.96,152.00,155.03,157.93,160.94,163.82,166.81,169.66,172.51,175.34,178.16,180.97,183.76,186.42,189.08,191.82,194.45,197.06,199.65,202.23,204.79,207.34,209.77,212.29,214.69,217.07,219.54,221.89,224.23,226.56,228.86,231.06,233.34,235.60,237.75,239.99,242.11,244.21,246.41,248.49,250.55,252.61,254.65,
65.70,0.08,0.32,0.70,1.25,1.93,2.77,3.74,4.85,6.13,7.52,9.04,10.69,12.46,14.36,16.38,18.46,20.71,22.99,25.38,27.93,30.51,33.09,35.84,38.66,41.47,44.35,47.30,50.30,53.36,56.48,59.55,62.75,65.91,69.10,72.22,75.48,78.76,81.97,85.20,88.44,91.71,94.88,98.17,101.37,104.57,107.78,110.99,114.21,117.43,120.54,123.65,126.75,129.85,132.95,136.04,139.02,142.10,145.06,148.01,150.95,153.88,156.69,159.60,162.39,165.27,168.03,170.78,173.52,176.25,178.85,181.54,184.12,186.79,189.33,191.87,194.39,196.89,199.38,201.85,204.31,206.65,209.08,211.40,213.69,215.98,218.35,220.60,222.74,224.97,227.18,229.38,231.47,233.64,235.69,237.84,239.87,241.88,243.89,245.88,247.86,
66.60,0.08,0.31,0.69,1.20,1.88,2.68,3.64,4.71,5.95,7.30,8.77,10.41,12.13,13.97,15.93,17.94,20.12,22.33,24.71,27.12,29.61,32.19,34.85,37.58,40.31,43.18,46.04,48.95,51.92,54.85,57.92,60.93,64.09,67.18,70.31,73.36,76.55,79.66,82.79,86.04,89.10,92.28,95.47,98.57,101.68,104.89,107.90,111.02,114.15,117.16,120.28,123.30,126.30,129.31,132.20,135.19,138.07,141.05,143.91,146.76,149.60,152.43,155.15,157.96,160.65,163.33,166.00,168.65,171.29,173.92,176.53,179.03,181.62,184.08,186.54,188.98,191.41,193.82,196.22,198.60,200.87,203.23,205.47,207.80,210.01,212.21,214.40,216.57,218.73,220.87,222.90,225.02,227.12,229.12,231.19,233.16,235.11,237.06,238.98,240.90,
67.50,0.08,0.30,0.66,1.18,1.81,2.60,3.53,4.57,5.77,7.07,8.53,10.08,11.74,13.52,15.41,17.41,19.51,21.72,23.95,26.28,28.76,31.26,33.83,36.40,39.12,41.90,44.66,47.48,50.35,53.27,56.24,59.16,62.12,65.12,68.14,71.20,74.28,77.29,80.41,83.46,86.53,89.61,92.60,95.70,98.70,101.72,104.74,107.76,110.78,113.70,116.72,119.64,122.55,125.46,128.36,131.26,134.05,136.83,139.70,142.46,145.21,147.96,150.58,153.30,155.91,158.61,161.19,163.76,166.31,168.86,171.29,173.80,176.21,178.70,181.07,183.44,185.79,188.12,190.44,192.75,194.95,197.23,199.40,201.65,203.79,205.92,208.04,210.14,212.22,214.30,216.36,218.41,220.35,222.37,224.29,226.28,228.17,230.05,231.92,233.77,
68.40,0.07,0.29,0.64,1.13,1.76,2.52,3.42,4.43,5.59,6.87,8.25,9.78,11.39,13.11,14.93,16.86,18.89,21.02,23.18,25.49,27.82,30.23,32.71,35.27,37.89,40.50,43.25,45.97,48.75,51.57,54.44,57.35,60.20,63.10,66.02,68.97,71.95,74.95,77.88,80.83,83.79,86.77,89.75,92.65,95.66,98.57,101.49,104.41,107.33,110.15,113.07,115.89,118.71,121.52,124.33,127.13,129.92,132.61,135.29,137.96,140.62,143.27,145.91,148.53,151.05,153.66,156.15,158.64,161.11,163.57,166.01,168.35,170.77,173.08,175.38,177.75,180.02,182.28,184.52,186.75,188.88,191.08,193.18,195.35,197.42,199.48,201.52,203.55,205.57,207.57,209.56,211.54,213.50,215.37,217.31,219.15,220.97,222.87,224.68,226.47,
69.30,0.07,0.28,0.62,1.10,1.71,2.44,3.29,4.28,5.39,6.63,7.96,9.43,10.98,12.68,14.44,16.30,18.26,20.31,22.39,24.62,26.86,29.25,31.65,34.11,36.64,39.16,41.81,44.43,47.11,49.83,52.59,55.40,58.15,61.03,63.85,66.70,69.57,72.38,75.29,78.13,80.99,83.86,86.74,89.63,92.44,95.34,98.16,100.97,103.79,106.52,109.34,112.06,114.77,117.49,120.20,122.90,125.59,128.19,130.86,133.44,136.01,138.56,141.11,143.55,146.08,148.50,151.00,153.40,155.78,158.15,160.51,162.77,165.10,167.33,169.64,171.84,174.03,176.21,178.37,180.52,182.66,184.69,186.80,188.81,190.90,192.88,194.85,196.81,198.76,200.69,202.61,204.51,206.41,208.21,210.07,211.85,213.61,215.44,217.18,218.91,
70.20,0.07,0.27,0.60,1.05,1.64,2.34,3.17,4.13,5.20,6.39,7.70,9.08,10.61,12.20,13.89,15.73,17.61,19.58,21.59,23.73,25.95,28.18,30.49,32.86,35.29,37.78,40.33,42.85,45.43,48.05,50.71,53.41,56.14,58.83,61.54,64.28,67.05,69.83,72.64,75.38,78.13,80.89,83.66,86.45,89.24,91.95,94.66,97.37,100.08,102.80,105.42,108.13,110.75,113.36,115.97,118.57,121.17,123.66,126.24,128.72,131.20,133.66,136.11,138.55,140.89,143.31,145.63,147.94,150.33,152.61,154.79,157.05,159.30,161.45,163.67,165.79,167.90,169.99,172.08,174.15,176.21,178.25,180.20,182.22,184.14,186.13,188.03,189.91,191.79,193.64,195.49,197.33,199.07,200.88,202.68,204.38,206.08,207.84,209.52,211.18,
71.10,0.07,0.26,0.57,1.02,1.58,2.26,3.06,3.97,5.00,6.14,7.40,8.72,10.19,11.76,13.38,15.10,16.90,18.79,20.77,22.82,24.95,27.09,29.37,31.64,33.98,36.37,38.75,41.24,43.72,46.23,48.78,51.38,54.00,56.58,59.27,61.90,64.56,67.23,69.85,72.56,75.20,77.86,80.52,83.19,85.88,88.48,91.08,93.77,96.38,98.90,101.51,104.03,106.63,109.14,111.65,114.15,116.64,119.04,121.52,123.90,126.28,128.65,131.00,133.35,135.68,137.92,140.24,142.46,144.66,146.86,149.04,151.21,153.29,155.43,157.57,159.60,161.63,163.64,165.65,167.64,169.61,171.58,173.45,175.39,177.23,179.15,180.97,182.78,184.58,186.36,188.14,189.90,191.65,193.39,195.04,196.76,198.38,200.00,201.68,203.28,
72.00,0.06,0.25,0.56,0.97,1.51,2.17,2.94,3.81,4.80,5.89,7.09,8.40,9.76,11.26,12.81,14.50,16.23,18.04,19.93,21.89,23.93,25.99,28.16,30.34,32.58,34.87,37.21,39.53,41.97,44.38,46.82,49.30,51.82,54.37,56.86,59.39,61.93,64.50,67.08,69.60,72.21,74.76,77.31,79.87,82.44,84.93,87.43,90.01,92.51,95.01,97.43,99.93,102.34,104.74,107.23,109.63,111.93,114.32,116.69,118.98,121.26,123.53,125.79,128.03,130.27,132.42,134.64,136.77,138.88,140.98,143.08,145.16,147.23,149.29,151.25,153.21,155.23,157.16,159.08,160.98,162.88,164.76,166.55,168.41,170.18,172.02,173.76,175.50,177.22,178.93,180.63,182.32,184.00,185.66,187.25,188.89,190.45,192.07,193.61,195.14,
72.90,0.06,0.24,0.53,0.93,1.45,2.07,2.80,3.65,4.59,5.64,6.78,8.02,9.36,10.76,12.28,13.85,15.54,17.27,19.07,20.95,22.90,24.86,26.93,29.01,31.15,33.34,35.57,37.86,40.18,42.48,44.82,47.19,49.60,52.03,54.42,56.83,59.26,61.71,64.18,66.66,69.08,71.59,74.03,76.48,78.86,81.32,83.71,86.18,88.57,90.96,93.27,95.65,97.96,100.34,102.64,104.93,107.22,109.42,111.69,113.87,116.13,118.30,120.46,122.61,124.75,126.81,128.93,130.96,132.98,134.99,136.99,138.98,140.96,142.93,144.81,146.75,148.61,150.46,152.29,154.11,155.93,157.73,159.51,161.29,162.98,164.66,166.40,168.06,169.71,171.35,172.97,174.59,176.19,177.78,179.29,180.86,182.42,183.90,185.37,186.90,
73.80,0.06,0.23,0.50,0.89,1.38,1.98,2.67,3.47,4.38,5.38,6.47,7.65,8.92,10.28,11.69,13.23,14.79,16.48,18.20,19.99,21.84,23.71,25.69,27.67,29.76,31.84,33.97,36.08,38.30,40.49,42.78,45.04,47.33,49.58,51.92,54.22,56.61,58.94,61.22,63.59,65.97,68.29,70.62,72.95,75.29,77.56,79.91,82.19,84.47,86.75,89.03,91.30,93.50,95.77,97.96,100.14,102.32,104.50,106.59,108.75,110.82,112.89,114.95,117.00,119.04,121.08,123.02,125.04,126.96,128.88,130.79,132.69,134.57,136.45,138.24,140.10,141.87,143.63,145.45,147.18,148.91,150.55,152.26,153.95,155.57,157.24,158.83,160.48,162.05,163.61,165.16,166.69,168.22,169.67,171.18,172.68,174.10,175.57,176.98,178.37,
74.70,0.06,0.22,0.47,0.84,1.31,1.87,2.55,3.30,4.15,5.11,6.14,7.26,8.47,9.76,11.14,12.55,14.08,15.64,17.27,18.97,20.72,22.54,24.42,26.30,28.28,30.26,32.28,34.34,36.39,38.53,40.64,42.79,44.96,47.16,49.39,51.57,53.77,55.99,58.22,60.47,62.73,64.93,67.14,69.36,71.58,73.81,75.97,78.21,80.37,82.54,84.70,86.87,88.95,91.11,93.19,95.27,97.34,99.41,101.39,103.45,105.42,107.46,109.41,111.36,113.30,115.16,117.09,118.93,120.83,122.65,124.47,126.27,128.06,129.84,131.55,133.31,134.99,136.66,138.39,140.04,141.69,143.32,144.87,146.48,148.08,149.60,151.11,152.68,154.17,155.65,157.12,158.58,160.04,161.48,162.91,164.27,165.68,167.02,168.41,169.74,
75.60,0.05,0.20,0.45,0.79,1.24,1.78,2.40,3.13,3.93,4.82,5.82,6.88,8.02,9.24,10.54,11.87,13.32,14.83,16.37,17.97,19.64,21.36,23.13,24.91,26.78,28.65,30.56,32.52,34.51,36.47,38.53,40.56,42.62,44.70,46.74,48.87,50.95,53.05,55.16,57.29,59.43,61.51,63.61,65.71,67.81,69.92,72.04,74.08,76.13,78.25,80.23,82.28,84.33,86.30,88.34,90.31,92.27,94.22,96.11,98.05,99.92,101.85,103.70,105.55,107.38,109.15,110.97,112.78,114.51,116.24,117.96,119.66,121.36,123.05,124.73,126.33,127.99,129.57,131.15,132.71,134.26,135.81,137.34,138.86,140.32,141.82,143.25,144.73,146.15,147.55,148.94,150.33,151.70,153.07,154.42,155.71,157.05,158.37,159.63,160.88,
76.50,0.05,0.19,0.43,0.75,1.16,1.67,2.27,2.94,3.71,4.55,5.49,6.48,7.56,8.71,9.93,11.22,12.54,13.97,15.42,16.97,18.53,20.15,21.78,23.49,25.21,27.02,28.82,30.66,32.53,34.39,36.33,38.24,40.18,42.14,44.12,46.06,48.09,50.06,52.06,54.06,56.02,58.04,60.02,62.00,63.98,65.97,67.96,69.90,71.89,73.82,75.76,77.69,79.55,81.48,83.34,85.19,87.04,88.89,90.73,92.56,94.32,96.08,97.89,99.63,101.36,103.02,104.74,106.45,108.09,109.72,111.33,112.95,114.55,116.14,117.72,119.29,120.80,122.29,123.84,125.31,126.78,128.23,129.68,131.05,132.48,133.90,135.25,136.59,137.98,139.30,140.62,141.92,143.22,144.50,145.78,147.00,148.26,149.45,150.70,151.88,
77.40,0.05,0.18,0.40,0.70,1.10,1.57,2.12,2.76,3.47,4.27,5.13,6.09,7.09,8.17,9.31,10.52,11.79,13.09,14.49,15.90,17.37,18.89,20.45,22.06,23.67,25.37,27.06,28.78,30.54,32.27,34.09,35.88,37.70,39.54,41.40,43.28,45.12,46.98,48.85,50.73,52.62,54.52,56.37,58.23,60.09,61.96,63.83,65.64,67.51,69.33,71.14,72.96,74.71,76.51,78.26,80.06,81.80,83.53,85.19,86.91,88.63,90.28,91.92,93.55,95.18,96.80,98.41,99.96,101.55,103.08,104.60,106.11,107.62,109.11,110.60,112.07,113.49,114.89,116.34,117.72,119.10,120.46,121.82,123.17,124.46,125.79,127.05,128.37,129.62,130.86,132.09,133.37,134.59,135.74,136.94,138.13,139.32,140.44,141.61,142.71,
78.30,0.04,0.17,0.37,0.66,1.02,1.46,1.99,2.57,3.24,3.99,4.79,5.66,6.62,7.62,8.69,9.81,11.00,12.21,13.51,14.83,16.19,17.65,19.07,20.57,22.11,23.65,25.22,26.87,28.47,30.13,31.83,33.50,35.19,36.91,38.64,40.40,42.12,43.90,45.64,47.40,49.17,50.89,52.67,54.40,56.14,57.88,59.57,61.32,63.02,64.76,66.46,68.15,69.79,71.47,73.10,74.78,76.41,78.02,79.64,81.19,82.79,84.33,85.92,87.44,88.96,90.47,91.92,93.42,94.86,96.34,97.76,99.17,100.58,101.97,103.36,104.68,106.06,107.37,108.72,110.01,111.30,112.57,113.84,115.10,116.30,117.54,118.73,119.95,121.12,122.33,123.48,124.63,125.76,126.89,127.96,129.07,130.18,131.23,132.31,133.35,
79.20,0.04,0.16,0.35,0.61,0.94,1.35,1.83,2.39,3.01,3.69,4.45,5.25,6.14,7.07,8.06,9.10,10.20,11.32,12.52,13.74,15.04,16.35,17.70,19.10,20.49,21.95,23.41,24.90,26.42,27.96,29.53,31.08,32.66,34.25,35.85,37.48,39.07,40.73,42.34,43.97,45.61,47.21,48.86,50.47,52.08,53.70,55.32,56.94,58.51,60.08,61.65,63.22,64.79,66.36,67.87,69.43,70.94,72.44,73.93,75.37,76.86,78.29,79.76,81.18,82.59,84.00,85.39,86.73,88.11,89.44,90.76,92.07,93.37,94.67,95.96,97.24,98.46,99.72,100.93,102.13,103.37,104.56,105.74,106.86,108.02,109.17,110.27,111.41,112.49,113.57,114.68,115.74,116.80,117.84,118.84,119.87,120.90,121.87,122.88,123.84,
80.10,0.04,0.14,0.32,0.56,0.87,1.25,1.70,2.19,2.76,3.40,4.08,4.84,5.64,6.51,7.42,8.38,9.39,10.42,11.53,12.68,13.84,15.05,16.29,17.57,18.88,20.20,21.57,22.95,24.34,25.77,27.17,28.64,30.09,31.55,33.03,34.53,35.99,37.52,39.01,40.51,42.01,43.53,45.01,46.49,48.02,49.51,50.95,52.45,53.90,55.39,56.84,58.29,59.73,61.13,62.57,63.96,65.34,66.73,68.11,69.48,70.85,72.17,73.53,74.83,76.13,77.43,78.67,79.95,81.22,82.44,83.66,84.91,86.11,87.31,88.45,89.63,90.80,91.92,93.04,94.19,95.29,96.38,97.46,98.54,99.61,100.63,101.68,102.69,103.73,104.72,105.71,106.69,107.66,108.62,109.58,110.53,111.48,112.37,113.30,114.19,
81.00,0.03,0.13,0.29,0.51,0.79,1.14,1.54,2.01,2.53,3.09,3.73,4.40,5.15,5.93,6.75,7.65,8.57,9.51,10.52,11.57,12.63,13.73,14.86,16.03,17.23,18.42,19.68,20.93,22.21,23.51,24.82,26.13,27.48,28.82,30.17,31.54,32.88,34.27,35.63,37.00,38.37,39.76,41.11,42.46,43.86,45.22,46.54,47.90,49.27,50.59,51.91,53.24,54.56,55.87,57.15,58.46,59.73,60.99,62.25,63.51,64.71,65.96,67.16,68.35,69.54,70.72,71.90,73.07,74.19,75.35,76.46,77.57,78.66,79.75,80.84,81.92,82.99,84.01,85.03,86.08,87.09,88.08,89.08,90.06,91.04,91.97,92.93,93.85,94.81,95.71,96.61,97.54,98.43,99.31,100.15,101.02,101.88,102.74,103.55,104.40,
81.90,0.03,0.12,0.26,0.46,0.72,1.03,1.39,1.81,2.28,2.80,3.36,3.98,4.66,5.36,6.10,6.89,7.72,8.59,9.50,10.43,11.41,12.40,13.42,14.48,15.56,16.67,17.77,18.90,20.05,21.23,22.42,23.63,24.82,26.03,27.25,28.48,29.73,30.95,32.18,33.45,34.69,35.91,37.16,38.39,39.61,40.88,42.07,43.31,44.54,45.74,46.93,48.13,49.32,50.51,51.66,52.85,54.00,55.14,56.28,57.42,58.55,59.64,60.76,61.84,62.91,63.98,65.05,66.07,67.12,68.13,69.17,70.17,71.16,72.15,73.13,74.11,75.04,76.00,76.92,77.87,78.78,79.68,80.58,81.47,82.35,83.20,84.07,84.90,85.76,86.58,87.39,88.24,89.04,89.84,90.59,91.38,92.16,92.93,93.67,94.43,
82.80,0.03,0.11,0.23,0.41,0.64,0.92,1.24,1.62,2.03,2.49,3.00,3.56,4.14,4.78,5.45,6.15,6.89,7.67,8.48,9.30,10.18,11.06,11.97,12.91,13.88,14.87,15.85,16.86,17.91,18.96,19.99,21.07,22.13,23.24,24.33,25.40,26.51,27.63,28.73,29.83,30.94,32.06,33.14,34.27,35.36,36.46,37.56,38.66,39.73,40.83,41.90,42.96,44.03,45.10,46.12,47.18,48.21,49.23,50.24,51.26,52.27,53.24,54.24,55.21,56.16,57.12,58.07,59.02,59.92,60.86,61.75,62.65,63.53,64.41,65.29,66.16,67.03,67.85,68.71,69.53,70.34,71.14,71.94,72.74,73.53,74.31,75.06,75.83,76.57,77.34,78.06,78.78,79.50,80.21,80.92,81.62,82.32,82.98,83.67,84.35,
83.70,0.02,0.09,0.20,0.36,0.56,0.81,1.09,1.42,1.78,2.19,2.63,3.12,3.64,4.19,4.77,5.40,6.05,6.73,7.43,8.17,8.94,9.71,10.51,11.33,12.18,13.05,13.91,14.80,15.72,16.64,17.55,18.49,19.42,20.40,21.35,22.32,23.27,24.25,25.21,26.18,27.16,28.14,29.12,30.08,31.07,32.04,33.00,33.94,34.91,35.84,36.81,37.75,38.68,39.59,40.52,41.45,42.35,43.25,44.14,45.03,45.92,46.78,47.66,48.50,49.35,50.19,51.02,51.85,52.65,53.47,54.26,55.04,55.85,56.63,57.37,58.13,58.89,59.62,60.37,61.09,61.80,62.54,63.24,63.94,64.61,65.30,65.98,66.63,67.31,67.95,68.59,69.25,69.88,70.51,71.13,71.72,72.33,72.94,73.54,74.12,
84.60,0.02,0.08,0.17,0.31,0.48,0.69,0.93,1.21,1.53,1.88,2.27,2.67,3.12,3.59,4.11,4.63,5.19,5.78,6.39,7.02,7.67,8.35,9.04,9.74,10.47,11.20,11.96,12.72,13.52,14.30,15.08,15.90,16.70,17.53,18.36,19.19,20.03,20.85,21.67,22.53,23.37,24.19,25.03,25.88,26.71,27.54,28.37,29.20,30.01,30.84,31.65,32.45,33.26,34.07,34.87,35.64,36.42,37.21,37.98,38.72,39.49,40.25,40.98,41.71,42.46,43.18,43.90,44.59,45.30,46.01,46.69,47.36,48.03,48.70,49.36,50.02,50.68,51.30,51.95,52.57,53.18,53.79,54.42,55.00,55.59,56.19,56.78,57.34,57.92,58.47,59.02,59.59,60.13,60.67,61.21,61.74,62.24,62.76,63.28,63.78,
85.50,0.02,0.07,0.15,0.26,0.40,0.58,0.78,1.01,1.28,1.57,1.89,2.24,2.60,3.01,3.42,3.88,4.34,4.83,5.33,5.86,6.41,6.96,7.54,8.13,8.74,9.36,10.00,10.63,11.28,11.93,12.60,13.28,13.95,14.65,15.34,16.03,16.71,17.42,18.11,18.83,19.53,20.23,20.92,21.63,22.32,23.01,23.71,24.40,25.10,25.77,26.45,27.12,27.80,28.47,29.14,29.79,30.46,31.10,31.74,32.39,33.02,33.64,34.27,34.88,35.49,36.09,36.69,37.29,37.87,38.46,39.02,39.61,40.17,40.73,41.28,41.83,42.36,42.90,43.42,43.96,44.47,44.98,45.49,45.99,46.49,46.99,47.46,47.95,48.42,48.90,49.36,49.82,50.27,50.74,51.17,51.61,52.05,52.49,52.91,53.34,
86.40,0.01,0.05,0.12,0.21,0.32,0.46,0.62,0.81,1.02,1.26,1.51,1.79,2.09,2.41,2.75,3.10,3.48,3.87,4.28,4.70,5.13,5.59,6.05,6.52,7.01,7.51,8.00,8.53,9.04,9.57,10.11,10.65,11.19,11.73,12.29,12.84,13.40,13.97,14.52,15.08,15.64,16.21,16.78,17.35,17.90,18.46,19.01,19.57,20.11,20.67,21.21,21.75,22.29,22.83,23.37,23.89,24.43,24.95,25.46,25.98,26.49,26.98,27.49,27.98,28.47,28.95,29.43,29.91,30.39,30.85,31.32,31.77,32.22,32.67,33.12,33.56,34.00,34.42,34.85,35.27,35.68,36.09,36.51,36.90,37.30,37.70,38.09,38.47,38.86,39.23,39.62,39.98,40.35,40.71,41.07,41.42,41.78,42.11,42.46,42.81,
87.30,0.01,0.04,0.09,0.16,0.24,0.35,0.47,0.61,0.77,0.95,1.13,1.34,1.57,1.81,2.06,2.33,2.61,2.90,3.21,3.53,3.86,4.19,4.54,4.89,5.26,5.63,6.02,6.40,6.79,7.18,7.59,8.00,8.41,8.82,9.24,9.65,10.08,10.49,10.92,11.34,11.76,12.18,12.61,13.03,13.46,13.87,14.29,14.71,15.12,15.54,15.95,16.35,16.76,17.16,17.57,17.96,18.36,18.75,19.14,19.53,19.91,20.28,20.67,21.03,21.40,21.76,22.13,22.49,22.85,23.19,23.55,23.89,24.23,24.56,24.90,25.23,25.56,25.88,26.20,26.51,26.82,27.14,27.45,27.75,28.04,28.34,28.64,28.92,29.22,29.50,29.79,30.06,30.33,30.61,30.88,31.14,31.41,31.66,31.92,32.18,
88.20,0.01,0.03,0.06,0.10,0.16,0.23,0.31,0.41,0.51,0.63,0.76,0.90,1.05,1.21,1.38,1.55,1.74,1.94,2.14,2.35,2.57,2.80,3.03,3.27,3.51,3.76,4.01,4.27,4.54,4.80,5.07,5.34,5.61,5.89,6.16,6.44,6.72,7.01,7.29,7.57,7.86,8.13,8.42,8.70,8.98,9.26,9.54,9.82,10.10,10.37,10.65,10.92,11.19,11.46,11.73,12.00,12.26,12.52,12.78,13.03,13.29,13.55,13.80,14.05,14.29,14.54,14.78,15.02,15.25,15.49,15.72,15.96,16.18,16.41,16.63,16.85,17.07,17.28,17.49,17.71,17.92,18.12,18.33,18.53,18.73,18.93,19.13,19.32,19.52,19.70,19.89,20.08,20.26,20.44,20.63,20.80,20.98,21.15,21.33,21.49,
89.10,0.00,0.01,0.03,0.05,0.08,0.12,0.16,0.20,0.26,0.32,0.38,0.45,0.52,0.60,0.69,0.78,0.87,0.97,1.07,1.18,1.29,1.40,1.52,1.64,1.76,1.88,2.01,2.14,2.27,2.40,2.54,2.67,2.81,2.95,3.09,3.23,3.36,3.51,3.65,3.79,3.93,4.07,4.21,4.35,4.49,4.64,4.78,4.91,5.05,5.19,5.33,5.47,5.60,5.74,5.87,6.00,6.14,6.27,6.40,6.53,6.65,6.78,6.91,7.03,7.15,7.28,7.40,7.52,7.64,7.75,7.87,7.99,8.10,8.21,8.32,8.43,8.55,8.65,8.76,8.86,8.97,9.08,9.18,9.28,9.38,9.48,9.58,9.67,9.77,9.87,9.96,10.05,10.14,10.23,10.32,10.41,10.50,10.59,10.67,10.76,
